weather_main,traffic_volume
Clear,782
Clear,461
Clear,343
Clear,375
Clear,847
Clear,2803
Clear,5528
Clouds,6385
Clouds,5570
Clear,4961
Clear,4694
Clouds,5070
Clouds,5071
Clouds,5051
Clouds,5331
Clear,5665
Clear,6053
Clouds,5639
Clear,4421
Clouds,4111
Clear,3558
Clear,3370
Clear,2886
Thunderstorm,2251
Rain,1538
Rain,906
Rain,900
Clear,488
Clear,658
Clear,672
Clear,1304
Clear,1683
Clear,2505
Clouds,3464
Clouds,4248
Rain,4513
Clear,4883
Clouds,4827
Clouds,4570
Rain,4549
Thunderstorm,4480
Clear,4542
Clear,4278
Clear,3438
Clear,3105
Clear,3242
Clear,2902
Clear,2918
Clear,2759
Clear,1236
Clear,900
Clear,488
Clear,658
Clear,663
Clear,1258
Clear,1614
Clear,2387
Clear,3289
Clear,3970
Clear,4327
Clear,4460
Clear,4527
Clear,4709
Clear,4542
Clear,4488
Clear,4536
Clear,4331
Clear,3679
Clear,3420
Clear,3527
Clear,3263
Clear,3275
Clear,799
Clear,524
Clear,607
Clear,480
Clear,1071
Clear,3022
Clear,5946
Clear,6187
Clear,6051
Clear,4737
Clouds,4262
Clear,4429
Clear,4478
Clear,4771
Clear,5019
Clear,5492
Clear,6324
Clear,5876
Clear,4362
Clear,3313
Haze,2850
Clear,2847
Clear,1969
Clear,1151
Clear,686
Clear,448
Clear,294
Clear,328
Clear,850
Clear,2962
Clear,6013
Clear,6173
Clear,5771
Clear,4905
Clear,4523
Clear,4603
Clear,4807
Haze,4905
Clear,5032
Haze,5476
Clear,6238
Clear,5627
Clear,4360
Clouds,3485
Clear,2974
Clouds,2798
Clouds,2220
Clear,1254
Clear,698
Clear,440
Clear,315
Clear,357
Clear,870
Clear,3008
Clear,5395
Clear,5917
Clouds,6009
Clouds,5064
Clouds,4574
Clear,4684
Clear,4708
Clear,4793
Clear,5070
Clear,5642
Clouds,6465
Clouds,5965
Clouds,4648
Clouds,3693
Drizzle,3076
Rain,3076
Thunderstorm,2824
Drizzle,2824
Thunderstorm,2349
Thunderstorm,1422
Rain,1422
Rain,920
Rain,563
Drizzle,624
Clear,802
Mist,1227
Fog,3193
Clouds,6083
Clouds,6473
Clouds,6160
Clouds,5031
Clouds,4508
Clouds,4794
Clouds,5061
Clouds,4821
Clouds,5017
Clouds,5745
Clear,6500
Clouds,5937
Clouds,4630
Clouds,3744
Clear,3162
Clear,3390
Clear,2537
Clear,1505
Clear,839
Clear,469
Clear,371
Clear,388
Clear,841
Clear,2798
Clear,5376
Clear,6350
Clear,5457
Clear,4876
Clear,4764
Clear,4866
Clear,4838
Clear,4924
Clouds,5233
Clouds,5606
Clouds,5844
Clear,5436
Clear,4229
Clear,4023
Clear,3537
Clear,3036
Clouds,2951
Clear,3467
Clear,1721
Clear,994
Clear,641
Clear,414
Clear,459
Clear,740
Clear,1383
Clear,2089
Clear,2929
Clouds,3648
Clear,3996
Clear,4307
Clear,4857
Clouds,4505
Clouds,4600
Clouds,4550
Clouds,4231
Clouds,4149
Clear,3954
Clouds,3537
Clear,3235
Clear,3370
Clouds,3604
Clear,2621
Clear,1743
Clouds,1123
Clear,718
Clear,466
Clear,338
Clear,537
Clouds,877
Clouds,1131
Thunderstorm,1568
Thunderstorm,1704
Thunderstorm,2709
Mist,2709
Rain,2709
Thunderstorm,3401
Mist,3401
Rain,3401
Rain,4039
Thunderstorm,4039
Thunderstorm,4325
Clouds,4346
Clouds,4510
Thunderstorm,4451
Rain,4451
Thunderstorm,4137
Drizzle,4137
Rain,4137
Rain,3636
Thunderstorm,3636
Rain,3214
Mist,3214
Rain,2960
Clear,2666
Mist,2072
Haze,2072
Fog,1183
Mist,1183
Haze,1183
Mist,658
Fog,658
Haze,658
Mist,412
Fog,412
Fog,308
Mist,308
Fog,320
Mist,320
Fog,880
Mist,880
Fog,2830
Mist,2830
Mist,5621
Fog,5621
Mist,6068
Fog,6068
Mist,5716
Fog,5716
Mist,4766
Mist,4229
Clouds,4515
Clouds,4880
Clouds,4843
Thunderstorm,5002
Thunderstorm,5287
Rain,5287
Rain,5927
Mist,5927
Rain,5666
Mist,5666
Rain,4342
Mist,4342
Rain,3056
Clouds,2608
Clouds,2421
Clouds,1969
Mist,1250
Clear,750
Mist,423
Mist,293
Clear,310
Clear,883
Clear,3010
Clear,5800
Clouds,6242
Rain,5855
Clear,5000
Clear,4357
Clouds,4719
Thunderstorm,4934
Clouds,4991
Clouds,4984
Clouds,5559
Clouds,6262
Clouds,6006
Clouds,4601
Clouds,3321
Clouds,3114
Clouds,2964
Clear,2805
Clear,1328
Thunderstorm,704
Rain,704
Thunderstorm,408
Mist,408
Rain,408
Drizzle,408
Rain,310
Drizzle,310
Thunderstorm,310
Rain,369
Drizzle,369
Clouds,854
Clear,2890
Rain,5880
Rain,5538
Drizzle,5538
Rain,5629
Clouds,5020
Clear,4555
Clouds,4866
Clouds,4996
Clear,4867
Clouds,5157
Clear,5681
Clouds,6593
Clouds,6055
Clouds,4795
Clouds,3535
Clouds,3089
Clouds,2733
Clouds,2563
Clear,2347
Clear,938
Clear,563
Clear,336
Clear,381
Clear,872
Clear,2957
Clear,5896
Clear,6148
Clear,5945
Clear,5073
Clear,4816
Clear,5189
Clouds,4944
Clouds,4933
Clear,5121
Clouds,5802
Clouds,6239
Clear,5844
Clouds,4542
Clear,3541
Clouds,3439
Clear,3312
Clear,2700
Clear,1532
Clear,890
Clear,540
Clear,411
Clear,404
Clear,889
Clear,2746
Clouds,4912
Clouds,6195
Clouds,5351
Rain,4848
Clouds,4563
Clouds,4872
Clear,5135
Clouds,5101
Clouds,5257
Clouds,4762
Clouds,5764
Rain,5266
Rain,4619
Rain,3660
Drizzle,3660
Drizzle,3465
Clouds,3262
Clear,1688
Clear,384
Clear,318
Clear,388
Clear,667
Mist,493
Mist,531
Mist,993
Mist,1608
Clear,2016
Clear,2782
Clouds,3468
Clouds,4167
Clear,4438
Clouds,4624
Clouds,4408
Clouds,4457
Clouds,4516
Thunderstorm,4525
Rain,4421
Rain,4210
Rain,3614
Rain,3057
Rain,3651
Drizzle,3651
Rain,3075
Mist,3075
Rain,2096
Rain,1387
Mist,1387
Drizzle,1387
Rain,1293
Thunderstorm,1293
Thunderstorm,754
Rain,754
Drizzle,754
Rain,390
Clouds,542
Clouds,647
Clouds,1149
Clear,1318
Clouds,1868
Clouds,2736
Clouds,3711
Clouds,4446
Clouds,4906
Clouds,4642
Clouds,4482
Clouds,4374
Clouds,4469
Clouds,4175
Clouds,3885
Clear,3740
Clouds,3432
Clouds,2755
Clear,2374
Clear,1886
Clouds,798
Clouds,466
Clouds,358
Clouds,343
Rain,878
Rain,2919
Clouds,5719
Clear,5591
Clouds,5328
Clouds,4666
Clouds,4166
Clouds,4549
Clouds,4835
Clouds,4863
Clouds,4928
Thunderstorm,5464
Clouds,6300
Clouds,5659
Clouds,4274
Clouds,3316
Clear,2821
Clouds,2667
Clear,2286
Clear,1178
Clear,718
Clouds,437
Clear,318
Rain,346
Rain,826
Drizzle,826
Rain,2891
Rain,5457
Rain,5665
Mist,5665
Rain,6019
Rain,5033
Thunderstorm,5033
Clouds,4424
Clear,4699
Clear,4841
Clouds,4849
Clouds,5049
Clouds,5561
Clouds,6395
Clouds,6221
Clouds,4710
Clouds,3363
Clouds,2872
Clear,2739
Clear,2080
Clear,1286
Clear,731
Clear,450
Mist,355
Clear,381
Mist,915
Clear,3011
Clear,5890
Clear,6579
Clouds,6047
Clear,4987
Clouds,4450
Clouds,4808
Clouds,4808
Clear,4928
Clouds,4961
Clouds,5000
Clouds,5719
Clear,6576
Clear,6673
Clear,5252
Clear,3462
Clouds,3152
Clouds,2792
Clear,2157
Clear,1402
Rain,844
Thunderstorm,514
Rain,336
Rain,417
Clear,897
Thunderstorm,2880
Rain,5585
Rain,6018
Drizzle,6018
Rain,6044
Thunderstorm,6044
Rain,4886
Rain,4445
Rain,4659
Mist,4659
Rain,4880
Mist,4880
Rain,4833
Rain,5123
Mist,5123
Rain,5652
Mist,5652
Drizzle,5652
Thunderstorm,5652
Rain,6196
Mist,6196
Drizzle,6196
Rain,6037
Rain,4564
Mist,4564
Rain,3602
Thunderstorm,3245
Mist,3168
Clear,2844
Clear,1501
Clear,1036
Clear,656
Clear,561
Mist,636
Clear,1023
Clear,2978
Clear,5484
Clear,6583
Clear,5669
Clear,5036
Clouds,4888
Clouds,5367
Clouds,5467
Clouds,5230
Clouds,5295
Clouds,5606
Clouds,5868
Rain,5267
Rain,4543
Rain,3857
Clouds,3441
Rain,4165
Rain,3507
Clouds,2494
Clouds,1496
Clear,871
Clear,637
Clouds,461
Clouds,544
Clear,1042
Clouds,1601
Clouds,2304
Clear,3141
Clouds,3659
Clear,3976
Clouds,4198
Clouds,4651
Clouds,4564
Thunderstorm,4560
Drizzle,4560
Rain,4560
Thunderstorm,4573
Rain,4573
Rain,4358
Thunderstorm,4358
Clouds,4307
Clouds,4036
Rain,3460
Clouds,3190
Clouds,3322
Rain,3431
Clear,2378
Clear,1751
Clouds,1015
Clouds,719
Clear,458
Clouds,445
Clouds,687
Clouds,1171
Clouds,1628
Clouds,2284
Mist,3390
Drizzle,3390
Haze,4178
Mist,4178
Rain,3916
Drizzle,3916
Rain,4398
Clouds,4379
Clouds,4414
Clouds,4467
Clouds,4107
Clouds,3909
Clouds,3673
Clouds,3280
Clouds,3829
Clouds,2782
Clouds,2042
Clouds,1255
Clear,752
Clouds,445
Clear,330
Clear,348
Clear,843
Clear,2810
Clear,5431
Clear,6227
Clear,5612
Clear,4458
Clear,4088
Clouds,4495
Clouds,4714
Clouds,4737
Clouds,4762
Clouds,5442
Clouds,6255
Clouds,5866
Clouds,4185
Clouds,3202
Clouds,2836
Clouds,2519
Clear,1818
Clear,1173
Clear,676
Clear,429
Clear,340
Clear,334
Clear,850
Clear,2909
Clear,5706
Clear,6422
Clear,5857
Clear,4823
Clear,4313
Clouds,4529
Clouds,4752
Clear,4691
Clear,5031
Clouds,5497
Clear,6387
Clear,6018
Thunderstorm,4451
Thunderstorm,3322
Clear,2965
Clear,3057
Rain,2022
Clear,1113
Clear,615
Drizzle,389
Clear,289
Clear,305
Thunderstorm,872
Mist,872
Rain,872
Thunderstorm,2747
Rain,2747
Mist,2747
Rain,5268
Mist,5268
Thunderstorm,5268
Rain,5320
Mist,5320
Drizzle,5320
Rain,5203
Mist,5203
Drizzle,5203
Rain,4930
Mist,4930
Drizzle,4930
Rain,4260
Drizzle,4260
Rain,4621
Drizzle,4621
Rain,4891
Drizzle,4891
Rain,4789
Drizzle,4789
Drizzle,5079
Rain,5079
Thunderstorm,5079
Drizzle,5645
Thunderstorm,6374
Rain,6374
Thunderstorm,6039
Rain,6039
Thunderstorm,4328
Mist,4328
Clouds,3499
Clouds,2947
Clouds,2997
Clouds,2240
Clouds,1327
Rain,847
Clouds,599
Clouds,464
Clouds,492
Clouds,1002
Clouds,2938
Drizzle,5904
Clouds,6747
Mist,5679
Rain,4784
Mist,4381
Clouds,4606
Clouds,5065
Clouds,5068
Clouds,5081
Clouds,5821
Clouds,6490
Clouds,5804
Clear,4676
Clouds,3625
Thunderstorm,3329
Thunderstorm,3346
Clouds,2603
Drizzle,1533
Rain,830
Rain,531
Rain,383
Thunderstorm,392
Thunderstorm,871
Thunderstorm,2664
Rain,2664
Rain,5219
Rain,5934
Clear,4940
Clear,4618
Clear,4638
Clear,4638
Clear,4725
Clear,4725
Clouds,5229
Clouds,5229
Thunderstorm,5263
Thunderstorm,5263
Clouds,5392
Rain,5602
Thunderstorm,5718
Rain,5718
Thunderstorm,4756
Rain,4756
Rain,3988
Thunderstorm,3988
Rain,3551
Clouds,3138
Thunderstorm,3129
Thunderstorm,3318
Thunderstorm,2097
Rain,1320
Thunderstorm,1320
Rain,958
Thunderstorm,958
Rain,770
Thunderstorm,465
Clear,499
Clear,1026
Clear,1769
Clouds,2126
Clouds,2649
Clear,3257
Clouds,3768
Clouds,4037
Clouds,4091
Clouds,4217
Clouds,4042
Clear,4123
Clouds,3783
Clouds,3790
Clouds,3761
Clear,3146
Clouds,2950
Clouds,2876
Clouds,3677
Clear,2845
Clouds,1536
Rain,1071
Clouds,770
Rain,465
Rain,499
Clear,2638
Clouds,3266
Clouds,3566
Clouds,3816
Clouds,3908
Clear,3842
Clear,3765
Clear,3654
Clear,3545
Clear,3347
Clear,3117
Clear,2958
Clear,2854
Clear,2523
Clear,1596
Clear,956
Clear,619
Clear,488
Mist,428
Mist,935
Mist,1788
Clear,3353
Mist,4011
Clear,3356
Clouds,3423
Clouds,3467
Clear,3897
Clear,4222
Clear,4364
Clear,4569
Clear,4942
Clear,4791
Clear,4290
Clear,3567
Clouds,3146
Clouds,2690
Clouds,2437
Clouds,2106
Clear,1606
Clear,1225
Clear,746
Clear,592
Clear,440
Clear,443
Clear,775
Clear,1125
Clear,1091
Clear,1333
Clouds,1939
Clouds,2385
Clouds,2921
Clouds,3101
Clear,3108
Clouds,3408
Clouds,3379
Clear,3350
Clouds,3398
Clouds,2943
Clouds,2828
Clouds,2906
Clouds,2696
Clear,2837
Thunderstorm,2236
Thunderstorm,1237
Thunderstorm,698
Mist,698
Rain,698
Thunderstorm,428
Rain,428
Clear,431
Clear,818
Clear,2693
Clear,5041
Clouds,5832
Rain,5038
Rain,4425
Drizzle,4425
Rain,4035
Clear,4245
Clear,4581
Clear,4723
Clear,4877
Clear,5220
Clouds,6052
Clouds,5706
Clouds,4202
Clouds,3206
Clear,2713
Clear,2505
Clear,1930
Clear,1335
Clear,694
Clear,417
Thunderstorm,315
Thunderstorm,305
Thunderstorm,796
Thunderstorm,2741
Thunderstorm,5409
Thunderstorm,6182
Rain,6182
Thunderstorm,5356
Rain,5356
Rain,4707
Thunderstorm,4707
Rain,4153
Clouds,4492
Clear,4681
Clear,4705
Clear,4996
Clear,5364
Clear,6139
Clouds,5833
Clear,4398
Clouds,3434
Clouds,2996
Clouds,3839
Clouds,2328
Clear,1482
Clouds,826
Clear,452
Clear,364
Clear,349
Clear,874
Clear,2727
Clear,5097
Clear,5721
Clear,5251
Clear,4550
Clear,4254
Clear,4784
Clear,5012
Clouds,5032
Clouds,5300
Clouds,5623
Rain,5625
Thunderstorm,5625
Rain,5750
Clouds,4681
Clouds,3647
Clouds,3136
Clouds,3058
Clear,2784
Clear,2461
Haze,1403
Clear,829
Mist,626
Clear,389
Mist,433
Mist,841
Haze,841
Fog,841
Fog,1374
Mist,1374
Clear,1836
Clear,2547
Clear,3285
Clouds,3699
Clear,4213
Clouds,4442
Clouds,4126
Clouds,4476
Clouds,4238
Clouds,4232
Clouds,4088
Clouds,3872
Clouds,3353
Clouds,3164
Clear,3097
Clear,2863
Clear,2183
Clear,1532
Clear,886
Clear,722
Clear,370
Clear,363
Clear,640
Clouds,913
Clouds,1171
Rain,2043
Rain,2861
Rain,3325
Rain,3922
Rain,4182
Rain,4309
Thunderstorm,4330
Clear,4514
Clouds,4348
Clear,4107
Clear,3870
Clouds,3257
Clouds,3032
Thunderstorm,2623
Thunderstorm,1722
Mist,1722
Rain,1722
Drizzle,1172
Thunderstorm,1172
Rain,1172
Rain,649
Thunderstorm,649
Rain,397
Thunderstorm,397
Clear,257
Clouds,342
Clouds,873
Mist,2862
Mist,5677
Mist,6597
Clouds,5827
Clouds,4634
Clouds,4324
Clouds,4751
Clouds,4752
Clouds,5183
Clouds,6107
Clouds,5991
Clear,4167
Clear,3220
Clear,2853
Clouds,2804
Clouds,2038
Clear,1183
Clear,674
Mist,392
Mist,299
Fog,328
Mist,328
Mist,877
Mist,3021
Fog,3021
Mist,5814
Fog,5814
Mist,6409
Clear,5788
Clear,4805
Clear,4461
Clear,4552
Clouds,5096
Clouds,5023
Rain,5049
Rain,5444
Clear,6319
Clear,6021
Clear,4365
Clouds,3367
Clear,3139
Clear,3115
Clouds,2354
Clear,1246
Clear,704
Rain,453
Rain,281
Thunderstorm,281
Thunderstorm,358
Rain,358
Clouds,848
Clear,2960
Clear,5631
Clear,6337
Clouds,6098
Clear,5228
Clouds,4451
Clouds,4669
Clouds,4983
Clouds,4990
Clouds,5356
Clear,5744
Clouds,6673
Clouds,6010
Clouds,4473
Clouds,3410
Clouds,3319
Clouds,2851
Clouds,2217
Clouds,1292
Rain,669
Rain,434
Drizzle,330
Mist,330
Haze,330
Mist,348
Clouds,869
Drizzle,2836
Rain,5799
Mist,5799
Clouds,6576
Clouds,6026
Clouds,4959
Clouds,4498
Clouds,4820
Clouds,4983
Clouds,4984
Clouds,5293
Clouds,5799
Clouds,6458
Clouds,5996
Clouds,4580
Clouds,3724
Clouds,3127
Rain,3123
Drizzle,3123
Clouds,2894
Rain,1524
Clouds,968
Clouds,628
Clouds,471
Clouds,504
Clouds,938
Clouds,3044
Clouds,5607
Clouds,6221
Clouds,5772
Clouds,4866
Clouds,4526
Clouds,4980
Clouds,5265
Clouds,5074
Clouds,5282
Clouds,5632
Clouds,5849
Clouds,5119
Clouds,4314
Clear,3872
Clear,3370
Clear,3356
Clear,3834
Clear,3401
Clear,1643
Clear,901
Clear,673
Clear,462
Clear,427
Clear,796
Rain,1431
Clear,1991
Clear,2980
Clear,3629
Clouds,3869
Clouds,4310
Clear,4484
Clear,4199
Clouds,4216
Clear,4133
Clouds,4187
Clouds,4049
Clear,4065
Clear,3434
Clear,3057
Clear,3224
Clear,3183
Clear,2239
Clear,1674
Clear,1114
Clear,792
Clear,486
Clear,497
Clear,586
Clear,985
Clear,1373
Clear,2021
Clear,2809
Clouds,3470
Clouds,4131
Clouds,4321
Clouds,4425
Clouds,4369
Clouds,4340
Clouds,4256
Clouds,4069
Clouds,3799
Clear,3658
Clear,4258
Clear,2985
Clear,2334
Clear,1386
Clear,816
Clear,481
Clear,340
Clear,337
Clear,842
Clear,2812
Clear,5572
Clear,6391
Mist,5771
Clouds,4615
Clouds,4154
Clear,4485
Clear,4601
Clear,4914
Clouds,5009
Clouds,5442
Clouds,6289
Clouds,6002
Clouds,4401
Clouds,3282
Clouds,2807
Clouds,2578
Thunderstorm,1709
Mist,1709
Rain,1709
Thunderstorm,1016
Mist,1016
Rain,1016
Thunderstorm,622
Mist,622
Rain,622
Rain,357
Thunderstorm,357
Rain,269
Rain,344
Mist,344
Drizzle,344
Rain,845
Clear,2903
Clear,5773
Clouds,6702
Clouds,6128
Rain,4737
Rain,4296
Rain,4482
Drizzle,4482
Rain,4842
Rain,4873
Rain,5137
Rain,5626
Mist,5626
Drizzle,5626
Rain,6590
Clouds,6315
Clouds,4548
Clouds,3360
Clouds,3014
Clouds,2762
Clear,1995
Mist,1211
Haze,1211
Mist,785
Fog,785
Haze,785
Mist,478
Fog,478
Haze,478
Mist,328
Fog,328
Haze,328
Mist,424
Fog,424
Haze,424
Mist,1035
Fog,1035
Mist,3104
Fog,3104
Mist,5944
Fog,5944
Haze,6447
Mist,6447
Fog,6447
Haze,5899
Mist,5899
Haze,5100
Mist,5100
Clear,4681
Clouds,5013
Clouds,4911
Clouds,5125
Clear,5902
Thunderstorm,6026
Rain,6026
Thunderstorm,6401
Rain,6401
Rain,6105
Thunderstorm,6105
Thunderstorm,4617
Clear,3276
Clouds,2804
Thunderstorm,2815
Mist,2815
Thunderstorm,2029
Mist,2029
Thunderstorm,1228
Mist,1228
Rain,1228
Thunderstorm,832
Rain,832
Rain,495
Mist,495
Mist,361
Mist,385
Mist,930
Fog,930
Mist,3008
Fog,3008
Mist,5862
Fog,5862
Mist,6446
Fog,6446
Mist,6317
Fog,6317
Fog,5051
Mist,5051
Haze,4371
Mist,4371
Mist,4684
Clear,4917
Clouds,5105
Clear,5175
Clouds,5635
Clear,6421
Clear,6024
Clear,4752
Clear,3611
Clouds,3346
Clear,3198
Haze,2339
Mist,1525
Mist,888
Mist,565
Mist,333
Fog,333
Mist,371
Fog,371
Fog,813
Mist,813
Mist,2728
Fog,2728
Mist,5187
Drizzle,5187
Mist,6031
Drizzle,6031
Mist,5379
Thunderstorm,4541
Clouds,4323
Clouds,4660
Rain,5074
Rain,5096
Drizzle,5096
Rain,5341
Clouds,5640
Clouds,5937
Clouds,5362
Clouds,4734
Clouds,3671
Clouds,3321
Clouds,3310
Rain,3196
Rain,2094
Rain,1454
Drizzle,873
Rain,873
Clear,744
Clear,585
Rain,583
Clear,838
Clouds,1405
Clear,1996
Clear,2570
Clouds,3418
Clear,3738
Clear,4175
Clear,4280
Clear,4457
Clear,4826
Clouds,4332
Clouds,4569
Clouds,4192
Clouds,3901
Clouds,3608
Clear,3546
Clouds,3513
Clear,3156
Clear,2632
Clear,2539
Clear,1129
Clear,771
Clear,413
Clouds,355
Clouds,500
Clouds,845
Clouds,1150
Clouds,1822
Clouds,2689
Clouds,3463
Clouds,3960
Clouds,4257
Clouds,4182
Clouds,4245
Clouds,4170
Clouds,4720
Clouds,3881
Clouds,4178
Clouds,3731
Clouds,3457
Clouds,2912
Clear,2068
Clear,1263
Clear,661
Clouds,403
Mist,300
Mist,361
Haze,361
Fog,836
Mist,836
Mist,2838
Mist,5605
Fog,5605
Mist,6240
Clear,5927
Clouds,4746
Clear,4030
Clouds,4406
Clouds,4581
Clouds,4608
Clouds,4893
Clouds,5436
Clouds,6359
Clouds,6062
Clouds,4200
Clouds,3230
Clouds,2792
Clouds,2442
Clouds,1752
Clear,1121
Rain,701
Rain,402
Rain,282
Rain,345
Drizzle,345
Rain,884
Drizzle,884
Thunderstorm,2886
Rain,5950
Rain,6827
Thunderstorm,6827
Drizzle,6827
Rain,5865
Thunderstorm,5865
Rain,4883
Thunderstorm,4883
Clouds,4267
Clouds,4644
Clouds,4965
Clouds,5102
Clear,5152
Clouds,5510
Clouds,6593
Clouds,6022
Thunderstorm,4095
Thunderstorm,3195
Mist,3195
Thunderstorm,2874
Rain,2874
Mist,2874
Thunderstorm,3512
Rain,3512
Mist,3512
Rain,1892
Drizzle,1892
Thunderstorm,1069
Drizzle,1069
Rain,666
Rain,409
Rain,296
Drizzle,355
Rain,355
Thunderstorm,851
Mist,851
Rain,851
Thunderstorm,2900
Rain,2900
Mist,2900
Drizzle,2900
Rain,5416
Mist,5416
Thunderstorm,5416
Drizzle,5416
Rain,6510
Drizzle,6510
Rain,6013
Mist,6013
Drizzle,5034
Rain,5034
Mist,5034
Rain,4467
Drizzle,4467
Rain,4775
Mist,4775
Rain,5007
Clouds,5026
Clouds,5278
Clouds,5790
Clear,6698
Clear,6519
Clouds,4716
Clear,3664
Clouds,3345
Clouds,3385
Clear,2499
Clear,3420
Mist,1064
Mist,612
Mist,360
Mist,395
Clear,910
Clear,2919
Clear,5730
Fog,6338
Clear,6096
Clear,4999
Clear,4537
Clear,4840
Clear,5161
Clouds,5313
Clouds,5218
Clouds,5684
Clouds,6529
Clouds,6199
Clouds,4667
Clouds,3683
Clouds,3247
Clouds,3555
Clear,3553
Clear,1755
Clear,1076
Clear,757
Clear,502
Mist,458
Mist,923
Mist,2810
Mist,5387
Haze,5387
Fog,6364
Clouds,5370
Clouds,4834
Clouds,4638
Clouds,4931
Clouds,5399
Clear,5518
Clouds,5597
Clouds,5945
Clouds,6165
Clouds,5775
Clouds,4745
Clouds,3706
Clear,3183
Clear,3313
Clear,2869
Clear,2488
Clear,1789
Clear,997
Clear,797
Clear,369
Clear,342
Clear,612
Mist,1055
Clouds,1365
Clouds,2373
Clear,3502
Clear,4019
Clear,4518
Clear,4617
Clouds,4473
Clouds,4668
Clouds,4503
Clear,4850
Clear,4517
Clouds,4189
Clouds,3394
Clear,3125
Clouds,3386
Clouds,3246
Clear,2484
Clear,1789
Clear,997
Clear,797
Clear,369
Mist,342
Mist,542
Mist,886
Mist,1127
Clear,1911
Clouds,2666
Clear,3287
Clear,3867
Clear,4278
Clear,4673
Clear,4755
Clouds,4883
Clouds,5031
Clouds,4910
Clouds,4771
Clouds,3914
Clouds,4177
Clouds,3170
Clouds,2274
Haze,1433
Clear,796
Clear,521
Clear,345
Clear,372
Mist,868
Mist,2839
Clear,5608
Mist,6562
Clouds,5631
Clear,4740
Clear,4287
Clouds,4651
Clouds,4771
Clouds,4969
Clouds,5007
Clouds,5466
Clouds,6304
Clouds,5816
Clouds,4233
Clouds,3281
Clouds,2823
Clouds,2555
Clouds,1821
Clear,1143
Clear,700
Clear,406
Clear,307
Clear,385
Clear,926
Clear,3015
Clear,5840
Mist,6440
Clear,6052
Clouds,4913
Clouds,4436
Clouds,4779
Clear,5132
Clouds,5034
Clouds,5018
Clouds,5714
Thunderstorm,6651
Clouds,6136
Clear,4281
Clear,3374
Clear,3023
Clear,2865
Clear,1972
Clear,1213
Mist,708
Clouds,468
Mist,343
Clouds,447
Mist,945
Mist,2943
Clear,5724
Clouds,6450
Clouds,6029
Clear,4929
Clouds,4506
Clouds,4673
Clouds,4897
Clear,4878
Clear,5289
Clear,5694
Clouds,6330
Clouds,6138
Clouds,4655
Clouds,3766
Clouds,3299
Clouds,2837
Clouds,1978
Clouds,1210
Rain,693
Rain,394
Drizzle,394
Rain,322
Thunderstorm,390
Rain,390
Thunderstorm,896
Rain,2863
Rain,5460
Thunderstorm,5460
Drizzle,5460
Thunderstorm,5801
Rain,5801
Mist,5801
Rain,5423
Mist,5423
Rain,4839
Mist,4839
Rain,4365
Drizzle,4365
Drizzle,4693
Rain,4693
Rain,5009
Mist,5009
Drizzle,5009
Rain,5104
Mist,5104
Drizzle,5104
Drizzle,5447
Mist,5447
Rain,5447
Rain,5861
Mist,5861
Drizzle,5861
Mist,6587
Rain,6587
Drizzle,6587
Rain,6060
Mist,6060
Clouds,4746
Rain,3430
Rain,3123
Rain,3816
Rain,2423
Rain,1642
Rain,801
Rain,434
Drizzle,333
Rain,333
Clouds,366
Clouds,868
Clouds,2802
Clouds,5426
Clouds,6175
Clouds,5350
Clouds,4778
Clouds,4517
Clear,4954
Clouds,5189
Clouds,5206
Clouds,5563
Clouds,5890
Clouds,6066
Clouds,5292
Clouds,4534
Rain,3808
Clouds,3206
Clouds,3216
Clouds,3001
Clear,2423
Clear,1472
Clear,882
Clear,546
Clear,414
Clear,468
Clear,880
Mist,1431
Mist,1940
Clear,2647
Clear,3649
Clear,4049
Clouds,4143
Clouds,4535
Clouds,4378
Clear,4512
Clouds,4480
Rain,4586
Rain,4555
Thunderstorm,4065
Rain,4065
Rain,3569
Rain,3091
Mist,3091
Clouds,2927
Clouds,3096
Clear,3893
Clear,1885
Mist,1151
Clear,731
Clear,501
Clear,414
Clear,652
Rain,1055
Clouds,1309
Mist,2002
Clouds,2733
Clouds,3602
Clouds,4317
Clouds,4636
Clouds,4399
Thunderstorm,4186
Rain,4186
Rain,4255
Thunderstorm,4255
Drizzle,4255
Rain,3963
Thunderstorm,4073
Rain,3999
Rain,3727
Thunderstorm,3727
Rain,2872
Drizzle,2872
Rain,2665
Thunderstorm,2665
Rain,2802
Clouds,1480
Mist,632
Fog,632
Mist,405
Fog,405
Mist,292
Fog,292
Mist,350
Fog,350
Mist,879
Fog,879
Mist,2878
Fog,2878
Mist,5647
Fog,5647
Mist,6357
Fog,6357
Fog,6073
Mist,6073
Fog,4877
Mist,4877
Fog,4350
Haze,4505
Clouds,4857
Clouds,4900
Clouds,5288
Clouds,5814
Clouds,6468
Clouds,6246
Clouds,4747
Clouds,3419
Clouds,2762
Clouds,2457
Clear,1798
Clear,1174
Clear,665
Clear,395
Clear,321
Clear,366
Clear,889
Clear,2983
Mist,5737
Clear,6598
Clear,6113
Clear,4938
Clear,4362
Clouds,4730
Clear,4902
Clouds,4905
Clouds,5140
Clouds,5927
Clouds,6997
Clouds,6651
Clouds,5408
Clouds,3677
Clouds,3106
Clouds,3548
Clouds,2007
Clear,1198
Clear,676
Clear,395
Clear,306
Clouds,381
Clear,949
Clear,3028
Clear,5803
Clouds,6017
Clouds,6205
